$MMM,3
$ABT,0
$ABBV,2
$ACN,5
$ATVI,14
$AYI,0
$ADBE,7
$AMD,6
$AAP,7
$AES,0
$AET,0
$AMG,0
$AFL,2
$A,4
$APD,1
$AKAM,15
$ALK,2
$ALB,0
$ARE,8
$AGN,1
$LNT,0
$ALXN,0
$ALLE,2
$ADS,3
$ALL,1
$GOOGL,17
$GOOG,11
$MO,1
$AMZN,27
$AEE,0
$AAL,2
$AEP,1
$AXP,2
$AIG,3
$AMT,1
$AWK,0
$AMP,0
$ABC,0
$AME,0
$AMGN,9
$APH,1
$APC,1
$ADI,1
$ANTM,0
$AON,1
$APA,1
$AIV,0
$AAPL,49
$AMAT,7
$ADM,0
$ARNC,4
$AJG,0
$AIZ,0
$T,1
$ADSK,0
$ADP,1
$AN,5
$AZO,3
$AVB,0
$AVY,1
$BHI,0
$BLL,0
$BAC,7
$BK,1
$BCR,2
$BAX,2
$BBT,0
$BDX,1
$BBBY,2
$BRK.B,0
$BBY,1
$BIIB,7
$BLK,5
$HRB,1
$BA,7
$BWA,0
$BXP,3
$BSX,0
$BMY,68
$AVGO,3
$BF.B,0
$CHRW,0
$CA,1
$COG,2
$CPB,0
$COF,1
$CAH,0
$CBOE,2
$KMX,6
$CCL,7
$CAT,5
$CBG,0
$CBS,2
$CELG,7
$CNC,0
$CNP,1
$CTL,2
$CERN,3
$CF,0
$SCHW,0
$CHTR,3
$CHK,1
$CVX,7
$CMG,3
$CB,0
$CHD,1
$CI,0
$XEC,5
$CINF,0
$CTAS,0
$CSCO,12
$C,5
$CFG,0
$CTXS,1
$CLX,1
$CME,0
$CMS,0
$COH,6
$KO,1
$CTSH,0
$CL,0
$CMCSA,3
$CMA,2
$CAG,1
$CXO,0
$COP,4
$ED,1
$STZ,0
$GLW,0
$COST,1
$COTY,0
$CCI,0
$CSRA,1
$CSX,1
$CMI,0
$CVS,2
$DHI,0
$DHR,2
$DRI,0
$DVA,1
$DE,1
$DLPH,5
$DAL,0
$XRAY,0
$DVN,0
$DLR,0
$DFS,3
$DISCA,0
$DISCK,0
$DISH,2
$DG,2
$DLTR,0
$D,2
$DOV,7
$DOW,6
$DPS,2
$DTE,0
$DD,6
$DUK,1
$DNB,0
$DXC,1
$ETFC,1
$EMN,0
$ETN,2
$EBAY,0
$ECL,4
$EIX,0
$EW,1
$EA,0
$EMR,0
$ETR,0
$EVHC,0
$EOG,1
$EQT,0
$EFX,2
$EQIX,1
$EQR,1
$ESS,4
$EL,2
$ES,3
$EXC,0
$EXPE,4
$EXPD,0
$ESRX,2
$EXR,3
$XOM,4
$FFIV,3
$FB,42
$FAST,1
$FRT,0
$FDX,0
$FIS,0
$FITB,0
$FE,3
$FISV,0
$FLIR,1
$FLS,1
$FLR,0
$FMC,17
$FTI,0
$FL,2
$F,21
$FTV,0
$FBHS,1
$BEN,1
$FCX,3
$GPS,1
$GRMN,0
$GD,0
$GE,7
$GGP,1
$GIS,0
$GM,9
$GPC,0
$GILD,2
$GPN,0
$GS,11
$GT,1
$GWW,0
$HAL,2
$HBI,1
$HOG,0
$HRS,0
$HIG,7
$HAS,1
$HCA,0
$HCP,3
$HP,7
$HSIC,0
$HES,1
$HPE,4
$HOLX,5
$HD,3
$HON,1
$HRL,0
$HST,1
$HPQ,1
$HUM,5
$HBAN,2
$IDXX,0
$ITW,0
$ILMN,2
$IR,3
$INTC,3
$ICE,0
$IBM,6
$INCY,28
$IP,1
$IPG,0
$IFF,2
$INTU,0
$ISRG,0
$IVZ,0
$IRM,2
$JEC,0
$JBHT,3
$SJM,2
$JNJ,3
$JCI,0
$JPM,4
$JNPR,2
$KSU,3
$K,2
$KEY,2
$KMB,0
$KIM,0
$KMI,0
$KLAC,1
$KSS,1
$KHC,0
$KR,1
$LB,8
$LLL,0
$LH,0
$LRCX,1
$LEG,2
$LEN,1
$LVLT,4
$LUK,0
$LLY,0
$LNC,0
$LKQ,2
$LMT,6
$L,0
$LOW,1
$LYB,0
$MTB,3
$MAC,1
$M,6
$MNK,0
$MRO,0
$MPC,1
$MAR,2
$MMC,0
$MLM,0
$MAS,1
$MA,2
$MAT,0
$MKC,2
$MCD,2
$MCK,1
$MJN,4
$MDT,0
$MRK,7
$MET,0
$MTD,0
$KORS,5
$MCHP,1
$MU,5
$MSFT,7
$MAA,1
$MHK,1
$TAP,0
$MDLZ,2
$MON,3
$MNST,4
$MCO,0
$MS,0
$MOS,0
$MSI,0
$MUR,1
$MYL,20
$NDAQ,0
$NOV,0
$NAVI,3
$NTAP,6
$NFLX,12
$NWL,1
$NFX,0
$NEM,1
$NWSA,0
$NWS,0
$NEE,3
$NLSN,1
$NKE,1
$NI,2
$NBL,0
$JWN,0
$NSC,0
$NTRS,0
$NOC,0
$NRG,0
$NUE,2
$NVDA,8
$ORLY,3
$OXY,2
$OMC,0
$OKE,0
$ORCL,4
$PCAR,0
$PH,1
$PDCO,0
$PAYX,1
$PYPL,1
$PNR,0
$PBCT,0
$PEP,0
$PKI,4
$PRGO,3
$PFE,98
$PCG,0
$PM,0
$PSX,0
$PNW,0
$PXD,1
$PNC,0
$RL,1
$PPG,1
$PPL,2
$PX,1
$PCLN,5
$PFG,6
$PG,3
$PGR,1
$PLD,0
$PRU,1
$PEG,0
$PSA,2
$PHM,0
$PVH,2
$QRVO,0
$PWR,0
$QCOM,4
$DGX,0
$RRC,0
$RJF,0
$RTN,1
$O,5
$RHT,2
$REG,0
$REGN,2
$RF,1
$RSG,0
$RAI,1
$RHI,0
$ROK,0
$COL,0
$ROP,1
$ROST,2
$RCL,0
$R,0
$CRM,2
$SCG,0
$SLB,0
$SNI,0
$STX,1
$SEE,0
$SRE,1
$SHW,1
$SIG,1
$SPG,0
$SWKS,1
$SLG,2
$SNA,0
$SO,1
$LUV,2
$SPGI,0
$SWK,0
$SPLS,0
$SBUX,11
$STT,0
$SRCL,1
$SYK,0
$STI,4
$SYMC,0
$SYF,0
$SNPS,1
$SYY,0
$TROW,1
$TGT,1
$TEL,0
$TGNA,0
$TDC,0
$TSO,0
$TXN,1
$TXT,0
$COO,0
$HSY,0
$TRV,1
$TMO,0
$TIF,0
$TWX,1
$TJX,0
$TMK,0
$TSS,0
$TSCO,0
$TDG,4
$RIG,1
$TRIP,0
$FOXA,8
$FOX,0
$TSN,3
$UDR,0
$ULTA,0
$USB,1
$UA,7
$UAA,7
$UNP,0
$UAL,0
$UNH,1
$UPS,6
$URI,1
$UTX,0
$UHS,0
$UNM,0
$VFC,1
$VLO,2
$VAR,2
$VTR,1
$VRSN,2
$VRSK,0
$VZ,2
$VRTX,5
$VIAB,0
$V,45
$VNO,0
$VMC,1
$WMT,5
$WBA,1
$DIS,10
$WM,0
$WAT,0
$WEC,0
$WFC,1
$HCN,0
$WDC,0
$WU,2
$WRK,0
$WY,0
$WHR,0
$WFM,1
$WMB,0
$WLTW,0
$WYN,0
$WYNN,9
$XEL,0
$XRX,0
$XLNX,1
$XL,0
$XYL,0
$YHOO,0
$YUM,5
$ZBH,3
$ZION,1
$ZTS,0
