A,1
AAL,8
AAP,0
AAPL,51
ABBV,8
ABC,12
ABT,1
ACN,0
ADBE,0
ADI,1
ADM,9
ADP,2
ADS,3
ADSK,0
AEE,0
AEP,1
AES,1
AET,1
AFL,1
AGN,1
AIG,6
AIV,2
AIZ,1
AJG,1
AKAM,2
ALB,5
ALK,1
ALL,1
ALLE,5
ALXN,1
AMAT,0
AMD,9
AME,0
AMG,0
AMGN,5
AMP,4
AMT,1
AMZN,52
AN,3
ANTM,17
AON,1
APA,0
APC,0
APD,1
APH,2
ARE,0
ARNC,0
ATVI,2
AVB,0
AVGO,1
AVY,1
AWK,1
AXP,15
AYI,0
AZO,0
BA,12
BAC,19
BAX,1
BBBY,0
BBT,0
BBY,7
BCR,2
BDX,2
BEN,3
BF.B,0
BHI,11
BIIB,4
BK,0
BLK,7
BLL,0
BMY,9
BRK.B,0
BSX,5
BWA,2
BXP,4
C,4
CA,2
CAG,9
CAH,0
CAT,11
CB,3
CBG,0
CBOE,0
CBS,6
CCI,0
CCL,0
CELG,9
CERN,3
CF,1
CFG,0
CHD,0
CHK,8
CHRW,3
CHTR,3
CI,0
CINF,1
CL,2
CLX,0
CMA,2
CMCSA,11
CME,2
CMG,6
CMI,1
CMS,0
CNC,3
CNP,2
COF,0
COG,6
COH,0
COL,5
COO,0
COP,0
COST,14
COTY,0
CPB,0
CRM,5
CSCO,12
CSRA,0
CSX,0
CTAS,2
CTL,4
CTSH,0
CTXS,3
CVS,3
CVX,29
CXO,1
D,0
DAL,0
DD,0
DE,0
DFS,1
DG,0
DGX,1
DHI,0
DHR,2
DIS,10
DISCA,0
DISCK,0
DISH,3
DLPH,1
DLR,2
DLTR,0
DOV,0
DOW,1
DPS,1
DRI,1
DTE,1
DUK,1
DVA,1
DVN,1
DXC,2
EA,0
EBAY,2
ECL,1
ED,0
EFX,4
EIX,0
EL,1
EMN,0
EMR,3
EOG,3
EQIX,9
EQR,0
EQT,1
ES,3
ESRX,3
ESS,0
ETFC,0
ETN,0
ETR,2
EVHC,0
EW,0
EXC,2
EXPD,1
EXPE,77
EXR,0
F,6
FAST,3
FB,79
FBHS,1
FCX,3
FDX,0
FE,1
FFIV,6
FIS,0
FISV,6
FITB,0
FL,0
FLIR,0
FLR,0
FLS,0
FMC,6
FOX,1
FOXA,1
FRT,2
FTI,0
FTV,0
GD,1
GE,0
GGP,0
GILD,8
GIS,0
GLW,2
GM,10
GOOG,29
GOOGL,100
GPC,0
GPN,0
GPS,0
GRMN,0
GS,11
GT,1
GWW,2
HAL,0
HAS,7
HBAN,2
HBI,0
HCA,1
HCN,0
HCP,0
HD,11
HES,2
HIG,1
HOG,1
HOLX,3
HON,2
HP,4
HPE,0
HPQ,13
HRB,0
HRL,3
HRS,3
HSIC,0
HST,6
HSY,1
HUM,4
IBM,14
ICE,0
IDXX,4
IFF,1
ILMN,0
INCY,1
INTC,31
INTU,3
IP,1
IPG,0
IR,1
IRM,0
ISRG,1
IT,1
ITW,2
IVZ,2
JBHT,0
JCI,0
JEC,0
JNJ,13
JNPR,0
JPM,14
JWN,0
K,6
KEY,0
KHC,5
KIM,1
KLAC,7
KMB,1
KMI,1
KMX,2
KO,16
KORS,0
KR,13
KSS,0
KSU,0
L,0
LB,0
LEG,0
LEN,2
LH,3
LKQ,2
LLL,1
LLY,12
LMT,0
LNC,0
LNT,0
LOW,3
LRCX,1
LUK,0
LUV,3
LVLT,0
LYB,2
M,3
MA,4
MAA,0
MAC,0
MAR,0
MAS,2
MAT,2
MCD,8
MCHP,0
MCK,18
MCO,1
MDLZ,3
MDT,4
MET,4
MHK,0
MJN,0
MKC,0
MLM,0
MMC,0
MMM,5
MNK,2
MNST,1
MO,1
MON,0
MOS,1
MPC,1
MRK,13
MRO,1
MS,3
MSFT,24
MSI,2
MTB,0
MTD,0
MU,5
MUR,2
MYL,1
NAVI,1
NBL,4
NDAQ,1
NEE,1
NEM,3
NFLX,13
NFX,0
NI,0
NKE,3
NLSN,2
NOC,1
NOV,1
NRG,0
NSC,4
NTAP,5
NTRS,0
NUE,0
NVDA,24
NWL,1
NWS,0
NWSA,0
O,2
OKE,2
OMC,1
ORCL,8
ORLY,1
OXY,0
PAYX,4
PBCT,0
PCAR,0
PCG,0
PCLN,2
PDCO,1
PEG,1
PEP,9
PFE,7
PFG,2
PG,14
PGR,0
PH,1
PHM,0
PKI,3
PLD,0
PM,0
PNC,0
PNR,6
PNW,0
PPG,0
PPL,1
PRGO,1
PRU,0
PSA,0
PSX,2
PVH,1
PWR,1
PX,2
PXD,2
PYPL,11
QCOM,22
QRVO,0
R,3
RAI,0
RCL,10
REG,0
REGN,4
RF,0
RHI,0
RHT,1
RIG,4
RJF,0
RL,0
ROK,4
ROP,2
ROST,0
RRC,4
RSG,2
RTN,7
SBUX,20
SCG,1
SCHW,0
SEE,0
SHW,0
SIG,1
SJM,3
SLB,7
SLG,0
SNA,0
SNI,2
SNPS,0
SO,3
SPG,1
SPGI,0
SPLS,0
SRCL,3
SRE,1
STI,0
STT,2
STX,1
STZ,2
SWK,2
SWKS,8
SYF,16
SYK,0
SYMC,0
SYY,0
T,19
TAP,0
TDC,0
TDG,0
TEL,2
TGNA,1
TGT,4
TIF,0
TJX,2
TMK,0
TMO,5
TRIP,5
TROW,1
TRV,0
TSCO,2
TSN,0
TSO,1
TSS,0
TWX,7
TXN,11
TXT,1
UA,10
UAA,6
UAL,7
UDR,0
UHS,1
ULTA,0
UNH,13
UNM,1
UNP,4
UPS,0
URI,1
USB,0
UTX,7
V,47
VAR,1
VFC,2
VIAB,3
VLO,14
VMC,2
VNO,1
VRSK,0
VRSN,0
VRTX,19
VTR,3
VZ,16
WAT,2
WBA,0
WDC,30
WEC,2
WFC,29
WFM,1
WHR,0
WLTW,0
WM,2
WMB,1
WMT,6
WRK,3
WU,0
WY,3
WYN,0
WYNN,3
XEC,1
XEL,5
XL,5
XLNX,8
XOM,40
XRAY,0
XRX,0
XYL,0
YHOO,3
YUM,0
ZBH,4
ZION,1
ZTS,0
cashtag,tweets
