$MMM,2
$ABT,1
$ABBV,6
$ACN,2
$ATVI,3
$AYI,4
$ADBE,1
$AMD,32
$AAP,2
$AES,0
$AET,9
$AMG,1
$AFL,5
$A,0
$APD,1
$AKAM,1
$ALK,7
$ALB,2
$ARE,0
$AGN,4
$LNT,0
$ALXN,3
$ALLE,1
$ADS,1
$ALL,0
$GOOGL,26
$GOOG,6
$MO,2
$AMZN,87
$AEE,0
$AAL,2
$AEP,0
$AXP,2
$AIG,10
$AMT,3
$AWK,0
$AMP,0
$ABC,1
$AME,0
$AMGN,7
$APH,3
$APC,0
$ADI,0
$ANTM,0
$AON,0
$APA,0
$AIV,0
$AAPL,33
$AMAT,1
$ADM,0
$ARNC,0
$AJG,0
$AIZ,1
$T,4
$ADSK,2
$ADP,1
$AN,0
$AZO,3
$AVB,7
$AVY,0
$BHI,1
$BLL,0
$BAC,5
$BK,1
$BCR,0
$BAX,1
$BBT,0
$BDX,2
$BBBY,20
$BRK.B,1
$BBY,3
$BIIB,0
$BLK,5
$HRB,0
$BA,5
$BWA,0
$BXP,4
$BSX,0
$BMY,7
$AVGO,2
$BF.B,1
$CHRW,1
$CA,0
$COG,1
$CPB,0
$COF,0
$CAH,5
$CBOE,0
$KMX,7
$CCL,2
$CAT,7
$CBG,1
$CBS,1
$CELG,1
$CNC,0
$CNP,0
$CTL,1
$CERN,0
$CF,2
$SCHW,1
$CHTR,1
$CHK,4
$CVX,9
$CMG,1
$CB,0
$CHD,0
$CI,0
$XEC,2
$CINF,1
$CTAS,1
$CSCO,20
$C,4
$CFG,0
$CTXS,0
$CLX,0
$CME,1
$CMS,0
$COH,5
$KO,2
$CTSH,1
$CL,3
$CMCSA,9
$CMA,3
$CAG,0
$CXO,0
$COP,8
$ED,1
$STZ,8
$GLW,0
$COST,8
$COTY,0
$CCI,0
$CSRA,0
$CSX,0
$CMI,2
$CVS,2
$DHI,0
$DHR,5
$DRI,0
$DVA,0
$DE,1
$DLPH,3
$DAL,0
$XRAY,0
$DVN,1
$DLR,0
$DFS,0
$DISCA,4
$DISCK,0
$DISH,0
$DG,3
$DLTR,2
$D,6
$DOV,0
$DOW,1
$DPS,3
$DTE,0
$DD,3
$DUK,0
$DNB,0
$DXC,3
$ETFC,6
$EMN,1
$ETN,0
$EBAY,3
$ECL,0
$EIX,0
$EW,6
$EA,0
$EMR,2
$ETR,0
$EVHC,1
$EOG,0
$EQT,0
$EFX,0
$EQIX,1
$EQR,0
$ESS,1
$EL,1
$ES,3
$EXC,1
$EXPE,2
$EXPD,0
$ESRX,1
$EXR,0
$XOM,2
$FFIV,0
$FB,30
$FAST,2
$FRT,1
$FDX,1
$FIS,1
$FITB,0
$FE,0
$FISV,0
$FLIR,1
$FLS,3
$FLR,3
$FMC,3
$FTI,0
$FL,1
$F,8
$FTV,0
$FBHS,1
$BEN,0
$FCX,12
$GPS,1
$GRMN,0
$GD,2
$GE,4
$GGP,1
$GIS,0
$GM,1
$GPC,0
$GILD,13
$GPN,1
$GS,18
$GT,1
$GWW,1
$HAL,3
$HBI,0
$HOG,0
$HRS,0
$HIG,0
$HAS,1
$HCA,0
$HCP,0
$HP,0
$HSIC,0
$HES,0
$HPE,0
$HOLX,3
$HD,2
$HON,0
$HRL,1
$HST,0
$HPQ,1
$HUM,3
$HBAN,0
$IDXX,1
$ITW,0
$ILMN,0
$IR,1
$INTC,7
$ICE,2
$IBM,4
$INCY,2
$IP,0
$IPG,0
$IFF,1
$INTU,0
$ISRG,0
$IVZ,0
$IRM,1
$JEC,0
$JBHT,1
$SJM,0
$JNJ,3
$JCI,0
$JPM,8
$JNPR,2
$KSU,0
$K,0
$KEY,3
$KMB,0
$KIM,1
$KMI,0
$KLAC,2
$KSS,1
$KHC,0
$KR,2
$LB,1
$LLL,0
$LH,2
$LRCX,1
$LEG,0
$LEN,5
$LVLT,0
$LUK,0
$LLY,0
$LNC,5
$LKQ,0
$LMT,1
$L,0
$LOW,3
$LYB,0
$MTB,3
$MAC,0
$M,1
$MNK,7
$MRO,0
$MPC,3
$MAR,0
$MMC,0
$MLM,0
$MAS,1
$MA,0
$MAT,0
$MKC,0
$MCD,3
$MCK,0
$MJN,1
$MDT,4
$MRK,7
$MET,0
$MTD,0
$KORS,0
$MCHP,0
$MU,8
$MSFT,8
$MAA,0
$MHK,1
$TAP,0
$MDLZ,0
$MON,2
$MNST,0
$MCO,0
$MS,3
$MOS,0
$MSI,0
$MUR,5
$MYL,2
$NDAQ,0
$NOV,0
$NAVI,0
$NTAP,5
$NFLX,6
$NWL,0
$NFX,0
$NEM,9
$NWSA,1
$NWS,0
$NEE,0
$NLSN,0
$NKE,2
$NI,2
$NBL,0
$JWN,2
$NSC,0
$NTRS,3
$NOC,0
$NRG,0
$NUE,0
$NVDA,16
$ORLY,1
$OXY,0
$OMC,0
$OKE,2
$ORCL,4
$PCAR,2
$PH,0
$PDCO,1
$PAYX,1
$PYPL,4
$PNR,4
$PBCT,0
$PEP,0
$PKI,0
$PRGO,5
$PFE,9
$PCG,0
$PM,2
$PSX,0
$PNW,0
$PXD,5
$PNC,2
$RL,1
$PPG,2
$PPL,1
$PX,2
$PCLN,0
$PFG,1
$PG,2
$PGR,2
$PLD,0
$PRU,0
$PEG,0
$PSA,4
$PHM,6
$PVH,0
$QRVO,0
$PWR,1
$QCOM,3
$DGX,2
$RRC,5
$RJF,0
$RTN,6
$O,1
$RHT,1
$REG,0
$REGN,1
$RF,0
$RSG,0
$RAI,0
$RHI,1
$ROK,0
$COL,1
$ROP,0
$ROST,1
$RCL,0
$R,1
$CRM,5
$SCG,0
$SLB,1
$SNI,2
$STX,1
$SEE,1
$SRE,1
$SHW,0
$SIG,0
$SPG,3
$SWKS,0
$SLG,0
$SNA,3
$SO,1
$LUV,0
$SPGI,0
$SWK,0
$SPLS,3
$SBUX,4
$STT,2
$SRCL,1
$SYK,0
$STI,0
$SYMC,0
$SYF,1
$SNPS,1
$SYY,1
$TROW,1
$TGT,1
$TEL,0
$TGNA,2
$TDC,0
$TSO,1
$TXN,2
$TXT,0
$COO,1
$HSY,0
$TRV,1
$TMO,1
$TIF,1
$TWX,0
$TJX,1
$TMK,0
$TSS,0
$TSCO,0
$TDG,1
$RIG,2
$TRIP,4
$FOXA,1
$FOX,4
$TSN,0
$UDR,0
$ULTA,1
$USB,1
$UA,2
$UAA,2
$UNP,1
$UAL,0
$UNH,1
$UPS,0
$URI,0
$UTX,1
$UHS,1
$UNM,0
$VFC,0
$VLO,5
$VAR,1
$VTR,0
$VRSN,0
$VRSK,0
$VZ,6
$VRTX,1
$VIAB,1
$V,43
$VNO,1
$VMC,0
$WMT,1
$WBA,10
$DIS,5
$WM,0
$WAT,1
$WEC,1
$WFC,2
$HCN,1
$WDC,1
$WU,1
$WRK,0
$WY,3
$WHR,2
$WFM,0
$WMB,0
$WLTW,0
$WYN,0
$WYNN,1
$XEL,0
$XRX,2
$XLNX,0
$XL,0
$XYL,1
$YHOO,2
$YUM,0
$ZBH,2
$ZION,0
$ZTS,0
