A,5
AAL,0
AAP,0
AAPL,97
ABBV,5
ABC,2
ABT,0
ACN,0
ADBE,0
ADI,1
ADM,1
ADP,0
ADS,0
ADSK,7
AEE,0
AEP,1
AES,0
AET,1
AFL,1
AGN,3
AIG,0
AIV,0
AIZ,1
AJG,0
AKAM,0
ALB,4
ALK,2
ALL,0
ALLE,0
ALXN,0
AMAT,6
AMD,19
AME,1
AMG,0
AMGN,31
AMP,0
AMT,1
AMZN,61
AN,1
ANTM,0
AON,3
APA,2
APC,2
APD,1
APH,0
ARE,8
ARNC,0
ATVI,3
AVB,0
AVGO,2
AVY,1
AWK,0
AXP,2
AYI,1
AZO,7
BA,13
BAC,1
BAX,2
BBBY,0
BBT,0
BBY,0
BCR,0
BDX,1
BEN,1
BF.B,11
BHI,0
BIIB,0
BK,0
BLK,1
BLL,0
BMY,1
BRK.B,0
BSX,0
BWA,0
BXP,0
C,0
CA,1
CAG,1
CAH,0
CAT,2
CB,0
CBG,2
CBOE,0
CBS,1
CCI,0
CCL,2
CELG,40
CERN,1
CF,0
CFG,0
CHD,0
CHK,6
CHRW,0
CHTR,0
CI,0
CINF,6
CL,1
CLX,3
CMA,1
CMCSA,8
CME,0
CMG,1
CMI,0
CMS,0
CNC,2
CNP,1
COF,0
COG,1
COH,0
COL,0
COO,0
COP,0
COST,6
COTY,0
CPB,1
CRM,8
CSCO,27
CSRA,0
CSX,1
CTAS,0
CTL,0
CTSH,13
CTXS,3
CVS,3
CVX,4
CXO,9
D,1
DAL,4
DD,2
DE,13
DFS,8
DG,0
DGX,0
DHI,0
DHR,0
DIS,4
DISCA,5
DISCK,0
DISH,5
DLPH,6
DLR,5
DLTR,1
DOV,0
DOW,2
DPS,1
DRI,0
DTE,0
DUK,5
DVA,5
DVN,0
DXC,0
EA,1
EBAY,19
ECL,2
ED,0
EFX,0
EIX,0
EL,0
EMN,0
EMR,0
EOG,0
EQIX,1
EQR,0
EQT,0
ES,3
ESRX,0
ESS,2
ETFC,0
ETN,0
ETR,0
EVHC,0
EW,0
EXC,1
EXPD,0
EXPE,1
EXR,1
F,42
FAST,0
FB,42
FBHS,0
FCX,0
FDX,0
FE,2
FFIV,0
FIS,0
FISV,0
FITB,0
FL,22
FLIR,0
FLR,0
