A,0
AAL,2
AAP,1
AAPL,30
ABBV,3
ABC,0
ABT,1
ACN,0
ADBE,3
ADI,1
ADM,0
ADP,2
ADS,0
ADSK,6
AEE,0
AEP,1
AES,0
AET,3
AFL,1
AGN,6
AIG,1
AIV,2
AIZ,1
AJG,1
AKAM,0
ALB,0
ALK,2
ALL,1
ALLE,0
ALXN,0
AMAT,9
AMD,28
AME,2
AMG,1
AMGN,7
AMP,3
AMT,0
AMZN,32
AN,1
ANTM,0
AON,0
APA,1
APC,3
APD,3
APH,0
ARE,0
ARNC,0
ATVI,2
AVB,3
AVGO,2
AVY,0
AWK,1
AXP,3
AYI,1
AZO,0
BA,10
BAC,4
BAX,3
BBBY,0
BBT,0
BBY,0
BCR,2
BDX,2
BEN,0
BF.B,1
BHI,0
BIIB,4
BK,1
BLK,5
BLL,0
BMY,20
BRK.B,1
BSX,2
BWA,0
BXP,0
C,0
CA,1
CAG,0
CAH,0
CAT,5
CB,3
CBG,0
CBOE,0
CBS,2
CCI,0
CCL,4
CELG,11
CERN,0
CF,1
CFG,5
CHD,0
CHK,11
CHRW,0
CHTR,0
CI,0
CINF,0
CL,4
CLX,0
CMA,1
CMCSA,4
CME,0
CMG,2
CMI,0
CMS,0
CNC,1
CNP,0
COF,1
COG,1
COH,0
COL,0
COO,1
COP,0
COST,1
COTY,0
CPB,0
CRM,20
CSCO,30
CSRA,2
CSX,3
CTAS,0
CTL,2
CTSH,3
CTXS,2
CVS,0
CVX,8
CXO,4
D,1
DAL,1
DD,2
DE,0
DFS,0
DG,0
DGX,1
DHI,0
DHR,0
DIS,5
DISCA,1
DISCK,0
DISH,0
DLPH,2
DLR,0
DLTR,2
DOV,0
DOW,1
DPS,2
DRI,0
DTE,0
DUK,0
DVA,1
DVN,0
DXC,0
EA,3
EBAY,0
ECL,0
ED,1
EFX,0
EIX,0
EL,0
EMN,0
EMR,1
EOG,0
EQIX,1
EQR,0
EQT,0
ES,11
ESRX,3
ESS,5
ETFC,0
ETN,0
ETR,0
EVHC,0
EW,1
EXC,0
EXPD,0
EXPE,5
EXR,1
F,4
FAST,2
FB,73
FBHS,0
FCX,0
FDX,0
FE,2
FFIV,0
FIS,0
FISV,0
FITB,2
FL,1
FLIR,0
FLR,0
FLS,3
FMC,2
FOX,1
FOXA,1
FRT,1
FTI,1
FTV,0
GD,1
GE,4
GGP,2
GILD,7
GIS,0
GLW,0
GM,2
GOOG,8
GOOGL,5
GPC,0
GPN,4
GPS,10
GRMN,0
GS,11
GT,2
GWW,7
HAL,0
HAS,1
HBAN,0
HBI,3
HCA,0
HCN,2
HCP,0
HD,5
HES,0
HIG,0
HOG,0
HOLX,2
HON,0
HP,0
HPE,1
HPQ,0
HRB,0
HRL,0
HRS,0
HSIC,0
HST,0
HSY,1
HUM,1
IBM,19
ICE,2
IDXX,1
IFF,2
ILMN,4
INCY,37
INTC,14
INTU,0
IP,0
IPG,0
IR,0
IRM,2
ISRG,0
IT,1
ITW,0
IVZ,0
JBHT,1
JCI,2
JEC,1
JNJ,4
JNPR,1
JPM,8
JWN,5
K,1
KEY,0
KHC,2
KIM,1
KLAC,1
KMB,0
KMI,11
KMX,12
KO,1
KORS,0
KR,3
KSS,0
KSU,0
L,1
LB,8
LEG,0
LEN,0
LH,0
LKQ,0
LLL,0
LLY,6
LMT,3
LNC,0
LNT,0
LOW,2
LRCX,0
LUK,0
LUV,1
LVLT,2
LYB,0
M,7
MA,0
MAA,0
MAC,0
MAR,2
MAS,0
MAT,1
MCD,4
MCHP,0
MCK,4
MCO,0
MDLZ,2
MDT,2
MET,0
MHK,0
MJN,1
MKC,0
MLM,1
MMC,4
MMM,2
MNK,3
MNST,1
MO,3
MON,0
MOS,1
MPC,0
MRK,29
MRO,3
MS,5
MSFT,15
MSI,1
MTB,1
MTD,1
MU,2
MUR,1
MYL,5
NAVI,0
NBL,2
NDAQ,2
NEE,2
NEM,4
NFLX,5
NFX,3
NI,2
NKE,7
NLSN,0
NOC,1
NOV,4
NRG,0
NSC,0
NTAP,3
NTRS,0
NUE,0
NVDA,16
NWL,1
NWS,0
NWSA,0
O,0
OKE,4
OMC,0
ORCL,2
ORLY,1
OXY,2
PAYX,2
PBCT,2
PCAR,0
PCG,0
PCLN,2
PDCO,4
PEG,0
PEP,4
PFE,27
PFG,1
PG,1
PGR,3
PH,1
PHM,1
PKI,0
PLD,1
PM,0
PNC,2
PNR,3
PNW,0
PPG,1
PPL,2
PRGO,3
PRU,0
PSA,0
PSX,0
PVH,0
PWR,1
PX,1
PXD,4
PYPL,2
QCOM,1
QRVO,1
R,0
RAI,3
RCL,1
REG,0
REGN,3
RF,3
RHI,0
RHT,0
RIG,1
RJF,0
RL,3
ROK,0
ROP,0
ROST,9
RRC,0
RSG,0
RTN,1
SBUX,3
SCG,3
SCHW,2
SEE,2
SHW,1
